WaterbodyCode,WaterbodyName,WaterbodyType,Region,LA,CombinedCatchment,Cycle2AfA,Cycle3AfA,Cycle3Lead,DraftEO3,Cycle3Risk,Status2010_2015,Status2013_2018,Status2016_2021,Driver,ESTechnique,AchieveEO2010_2015,AchieveEO2013_2018,AchieveEO2016_2021,StatusChange,ClassChange,StatusReversal,EOChange,ClassChange18_21,Issues,PressureCount,Pressures,Abstractions,Agriculture,Anthropogenic Pressures,Aquaculture,Atmospheric,Domestic Waste Water,Forestry,Historically Polluted Sites,Hydromorphology,Industry,Invasive Species,Mines Quarries,Other Anthropogenic Pressures,Peat.x,Urban Run-off,Urban Waste Water,Waste,Water Treatment,P_Rank_1_3_v3R1,N_Rank_1_3_v3R1,DM1,DM2,Catchment,Area_ha,P_Wastewater,P_Other_licenced_discharges,P_Diffuse_Urban,P_Septi_ Tanks,P_Pasture,P_Arable,P_Forestry,P_Peat,P_Deposition,P_Total_kgYr,P_Urban_2018,Alluvium,Imperfect,Made,Peat.y,Poor,VeryPoor,Water,Well,Total,EOAssessment,ResponseCategory
IE_SH_26L030100,LUNG_010,River,West,Roscommon CoCo,26B,,Lung,LAWPRO,Good,Not at risk,Good,Good,Good,"Hymo, Invertebrates",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,20,0,3.4,2.9666666666666663,26B,3797.96,0.182209909,0,0,0.022187186,0.366391827,0,0.227941307,0.173750578,0.027519194,1103.123324,0.182209909,0.206155476,,0.060538232,20.72207632,10.88837666,4.704784818,0.604727615,0.788701981,37.9753611,Consistently achieving objective,Persistently Good or Better
IE_SH_26L030200,LUNG_020,River,West,Roscommon CoCo,26B,,Lung,LAWPRO,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,16,0,3.4,3.033333333333333,26B,2794.72,0,0,0,0.050774277,0.649136441,1.21834e-4,0.159890381,0.082657451,0.057419616,492.687623,0,0.461849586,,0.019780607,7.416682599,6.496476346,10.39413687,0.562009753,2.593192163,27.94412792,Consistently achieving objective,Persistently Good or Better
IE_SH_26L030275,LUNG_030,River,West,Roscommon CoCo,26B,,Lung,LAWPRO,Good,Not at risk,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,20,0,3.4,2.9666666666666663,26B,4153.9168,0,8.84117e-4,0.032376905,0.054514965,0.611267725,0.00101713,0.111861813,0.187976607,1.00737e-4,825.682702,0.033261021,1.177951987,,0.406127397,15.90074175,10.05630137,13.97845825,0.001108547,0.014062807,41.53475211,Consistently achieving objective,Data Gap
IE_SH_26L030350,LUNG_040,River,West,Roscommon CoCo,26B,,Lung,LAWPRO,High,At risk,High,Good,High,Invertebrates,Monitoring,Achieved,Not Achieved,Achieved,Improved,1,Yes,Now Achieving,1,"Sediment, Oxygenation, Morphological",3,"Agriculture, Anthropogenic Pressures, Hydromorphology",,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,15,0,4.4,2.05,26B,1315,0,0,0,0.033155152,0.60180179600000006,8.4e-5,0.265719784,0.099239261,0,269.346192,0,0.570559313,,,3.747562532,2.116168365,6.702999358,,0.011411999,13.14870157,Decline - Reversed,Status Reversal
IE_SH_26L030400,LUNG_050,River,West,Roscommon CoCo,26B,,Lung,LAWPRO,Good,Not at risk,Good,Good,Moderate,Invertebrates,Monitoring,Achieved,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,14,0,2.4,4.066666666666666,26B,2490.4701,0.3074935,0.051368263,0.108955295,0.009876295,0.207822641,0,0.147477322,0.167006683,0,949.613569,0.467817059,0.157360642,,0.596871392,13.81660425,5.878618675,3.771846629,,0.68086308,24.90216467,Decline - Significant,Decline - Recent
IE_SH_26L040500,LISSAPHOBBLE_010,River,West,Roscommon CoCo,26C,Tulsk,Tulsk,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Hydrological, Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,14,9,3.52,3.0666666666666664,26C,4744.2799,0,0,0,0.013915735,0.578761094,0.004952625,0.220026622,0.181388954,9.54971e-4,758.510081,0,1.061063827,,,12.92348151,17.56571902,,0.014485999,15.87462378,47.43937413,Consistently not achieving objective,Persistently Poor
IE_SH_26L060400,LENAMORE STREAM_010,River,Midlands and East,Longford CoCo,26F,,Edgeworthstown,Longford County Council,Good,Not at risk,Good,Good,Moderate,Invertebrates,Monitoring,Achieved,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,28,3,2.44,3.833333333333333,26F,1898.64,0,0,0,0.019251555,0.629146818,0,0.351601626,0,0,399.446477,0,0.812173796,,0.082849055,3.066192895,9.021932569,,,6.001723108,18.98487142,Decline - Significant,Decline - Recent
IE_SH_26L070200,LAURENCETOWN STREAM_010,River,West,Galway CoCo,26D,,Ballinure,LAWPRO,Good,Not at risk,Unassigned,Moderate,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,,,,,,,,,,,,,,,,,,,,,,1,11,3.5466666666666664,3.283333333333333,26D,989.48,0,0,0,0.036331692,0.824064699,0.033116092,0.105725353,7.62165e-4,0,70.65399,0,,,0.050956283,0.206443973,0.054953886,,,9.581717907,9.894072049,Consistently not achieving objective,Data Gap
IE_SH_26L070500,LAURENCETOWN STREAM_020,River,West,Galway CoCo,26D,Ballinure,Ballinure,LAWPRO,Good,At risk,Bad,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",2,"Agriculture, Industry",,TRUE,,,,,,,,TRUE,,,,,,,,,20,10,3.533333333333333,2.9666666666666663,26D,1158.25,0,0,0,0.024992187,0.592943697,0.094055268,0.283148241,0.004860607,0,183.457933,0,,,0.004255862,3.843999937,0.091029375,,,7.642376922,11.5816621,Consistently not achieving objective,Persistently Poor
IE_SH_26L100900,LISSYDALY STREAM_010,River,West,Mayo CoCo,26B,,Lung,LAWPRO,Good,Not at risk,Good,Good,Good,"Hymo, Invertebrates",Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,16,0,3.4,3.033333333333333,26B,3227.795,0,0,0,0.011693504,0.427679434,1.22981e-4,0.316099826,0.243173351,0.001230905,754.401745,0,0.617239509,,0.377435545,13.88610799,14.08070962,1.362924737,0.017257035,1.932146957,32.2738214,Consistently achieving objective,Persistently Good or Better
IE_SH_26L120100,LOUGH BANNOW STREAM_010,River,Midlands and East,Longford CoCo,26C,,,,Good,Review,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,24,2,2.4266666666666667,3.9,26C,3921.3924,0,0,0.062200112,0.016190111,0.392978122,0.001883009,0.143472391,0.383276255,0,887.177242,0.062200112,0.095684459,,0.149510159,27.35804275,7.240672286,0.004916508,0.00100066,4.361329286,39.21115611,Uncategorised,Data Gap
IE_SH_26L530780,LUGHANAGH_010,River,West,Galway CoCo,26D,,Lower Suck,LAWPRO,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,13,7,3.493333333333333,3.083333333333333,26D,3302.6,0,0,0,0.014681491,0.638908176,0.003016192,0.116485435,0.226908707,0,459.847097,0,0.144319622,,,10.76570767,4.104084969,0.012296252,,17.99689381,33.02330233,Consistently achieving objective,Data Gap
IE_SH_26L840850,LEDWITHSTOWN_010,River,Midlands and East,Longford CoCo,26E,,,,Good,Review,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,21,2,2.4266666666666667,3.9499999999999997,26E,3643.1433,0,0,0.021911161,0.009545854,0.439790721,0.007039083,0.122697735,0.383084141,0.015931305,743.823008,0.021911161,0.005733188,,0.034952483,23.22954592,6.36252414,0.023351659,0.232734222,6.53994853,36.42879014,Uncategorised,Data Gap
IE_SH_26M010200,MANTUA_010,River,West,Roscommon CoCo,26B,Carricknabraher,Carricknabraher,LAWPRO,Good,Review,Unassigned,Poor,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,Improved,1,No,Still not Achieving,1,,,,,,,,,,,,,,,,,,,,,,18,0,4.4,1.9999999999999998,26B,1330.88,0,0,0,0.012419378,0.547784019,0,0.427135167,0.01077235,0.001889085,339.121255,0,0.220514924,,,2.314366654,3.964635812,6.807275005,9.82121e-4,,13.30777452,Consistently not achieving objective,Data Gap
IE_SH_26M020120,MOUNTNUGENT_010,River,Borders,Cavan CoCo,26F,,Mountnugent,LAWPRO,Good,At risk,Poor,Moderate,Moderate,,Modelling,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",2,"Agriculture, Urban Run-off",,TRUE,,,,,,,,,,,,,TRUE,,,,34,4,3.453333333333333,2.7333333333333334,26F,1541.4425,0,0,0.161654779,0.039394495,0.709647537,0,0.033751201,0,0.055551988,364.019698,0.161654779,0.272668425,,0.202887552,1.754137753,11.64888434,0.004845485,0.404353123,1.124525963,15.41230264,Consistently not achieving objective,Data Gap
IE_SH_26M020200,MOUNTNUGENT_020,River,Borders,Cavan CoCo,26F,,Mountnugent,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic",2,"Agriculture, Urban Waste Water",,TRUE,,,,,,,,,,,,,,TRUE,,,49,2,3.4266666666666667,2.4833333333333334,26F,2478.455,0.642376543,0,0.023023549,0.018316872,0.297358979,0,0.016193887,0,0.002730169,1802.681016,0.665400093,0.509479971,,0.212568624,2.357477937,20.86214882,0.002422905,0.098419478,0.738778075,24.78129581,Consistently not achieving objective,Persistently Poor
IE_SH_26M020350,MOUNTNUGENT_030,River,Borders,Cavan CoCo,26F,,Mountnugent,LAWPRO,Good,Not at risk,Unassigned,Poor,Moderate,,Modelling,Cannot Assess,Not Achieved,Not Achieved,Improved,1,No,Still not Achieving,1,,,,,,,,,,,,,,,,,,,,,,42,1,4.413333333333333,1.5999999999999999,26F,1141.625,0,0,0,0.043278759,0.932842222,0.011946978,0.011932042,0,0,250.603719,0,0.612587197,,0.038834226,0.821082556,8.395508265,0.011462023,,1.535306313,11.41478058,Consistently not achieving objective,Data Gap
IE_SH_26M020500,MOUNTNUGENT_040,River,Borders,Cavan CoCo,26F,,Mountnugent,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Fish,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Nutrients",1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,35,6,3.48,2.7166666666666663,26F,2118.705,0,0,0,0.049436149,0.870256282,0.013252489,0.066949181,0,1.059e-4,417.723499,0,0.670218029,,0.075001515,0.761595952,10.13374932,1.646275549,,7.897401083,21.18424145,Consistently not achieving objective,Persistently Less than Good
IE_SH_26M030100,MOUNTAIN (ROSCOMMON)_010,River,West,Roscommon CoCo,26C,Tulsk,Tulsk,LAWPRO,Good,At risk,Moderate,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Sediment, Morphological, Nutrients",3,"Agriculture, Anthropogenic Pressures, Domestic Waste Water",,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,23,0,3.4,2.9166666666666665,26C,1049.36,0,0.033384018,0,0.020560714,0.728587819,0,0.202392896,0.015074552,0,207.734129,0.033384018,,,,2.433774832,7.65868017,0.268865439,,0.131541155,10.4928616,Consistently not achieving objective,Persistently Less than Good
IE_SH_26M040200,MIHANBOY_010,River,West,Roscommon CoCo,26G,,Cross (Roscommon),LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Morphological,2,"Hydromorphology, Peat",,,,,,,,,TRUE,,,,,TRUE,,,,,18,23,3.7066666666666666,3,26G,1660.7493,0,0,0.004588106,0.01718821,0.732702214,0,0,0.243516964,0.002004506,190.321681,0.004588106,0.979806427,,,4.109750259,1.494783532,0.176189216,0.007629561,9.838167787,16.60632678,Consistently not achieving objective,Persistently Less than Good
IE_SH_26M120080,MULLENMEEHAN STREAM_010,River,Midlands and East,Westmeath CoCo,26F,,,,Good,Not at risk,Good,Good,Moderate,Invertebrates,Monitoring,Achieved,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,14,14,2.5866666666666664,4.066666666666666,26F,2219.4,0,0,0,0.01978292,0.897867695,0,0.082349385,0,0,257.026921,0,0.411244837,,,4.02423211,1.429985373,0.292013679,,16.03463749,22.19211349,Decline - Significant,Decline - Recent
IE_SH_26M130080,MANTUA STREAM_010,River,West,Roscommon CoCo,26C,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,32,0,3.4,2.7666666666666666,26C,953.48,0,0,0,0.030569503,0.869028624,4.62191e-4,0.099939682,0,0,206.25651,0,,,,1.069001754,5.65316861,2.811891027,,,9.53406139,Consistently achieving objective,Persistently Good or Better
IE_SH_26M910890,MOCMOYNE_010,River,West,Roscommon CoCo,26B,Lough Key,Lough Key,LAWPRO,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,4,0,3.4,3.233333333333333,26B,965.5,0,0,0.0032829,0.090765458,0.330528613,0,0.546842764,0.028580264,0,213.198692,0.0032829,0.094590934,,,1.190817279,4.135103475,1.428504371,,2.805196153,9.654212212,Consistently achieving objective,Data Gap
IE_SH_26O020100,OWENGAR (LEITRIM)_010,River,Borders,Leitrim CoCo,26A,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,1,0,3.4,3.283333333333333,26A,1356.3345,0.285209841,0,0,0.011692495,0.118977794,0,0.445140869,0.138979001,0,620.595697,0.285209841,0.567087851,,0.113658772,5.979879257,0.473355149,6.428371771,,,13.5623528,Consistently achieving objective,Persistently Good or Better
IE_SH_26O020200,OWENGAR (LEITRIM)_020,River,Borders,Leitrim CoCo,26A,,,,Good,Review,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,5,0,3.4,3.2166666666666663,26A,1117.9344,0,0,0,0.041488421,0.372132027,0,0.505605013,0.080774538,0,273.125672,0,0.678122403,,0.061998855,2.549564891,0.532288627,7.356568678,3.84e-8,,11.17854349,Consistently achieving objective,Persistently Good or Better
IE_SH_26O030300,OWENMORE (GLANGEVLIN)_010,River,Borders,Cavan CoCo,26A,,Glangevlin GWS,NFGWS,Good,Not at risk,Good,Good,Good,Hymo,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,1,0,3.4,3.283333333333333,26A,3964.0945,0,0,0,0.023088107,0.292158267,0,0.250600696,0.431704535,0.002448395,1225.322595,0,1.597082137,,0.012650656,17.60073765,4.309438835,14.15928549,0.059997351,1.88177897,39.62097109,Consistently achieving objective,Persistently Good or Better
IE_SH_26O040100,OWENNAFOREESHA_010,River,West,Roscommon CoCo,26B,Carricknabraher,Carricknabraher,LAWPRO,Good,Review,Moderate,Good,Moderate,Invertebrates,Monitoring,Not Achieved,Achieved,Not Achieved,Declined,1,Yes,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,21,0,2.4,3.9499999999999997,26B,1777.76,0,0,0,0.036957947,0.598392934,0,0.238458599,0.126152855,3.77e-5,399.90138,0,,,0.041021057,6.774435052,4.396273268,6.564337026,,,17.7760664,Improvement - Reversed,Status Reversal
IE_SH_26O050050,OWENNAYLE_010,River,Borders,Leitrim CoCo,26A,,Lough Allen,LAWPRO,Good,At risk,Moderate,Moderate,Good,Invertebrates,Monitoring,Not Achieved,Not Achieved,Achieved,Improved,1,No,Now Achieving,1,"Sediment, Acidification, Nutrients",1,Forestry,,,,,,,TRUE,,,,,,,,,,,,0,0,4.4,2.3,26A,2342.4382,0,0,0,0.007242118,0.292373314,0,0.389855944,0.292964609,0.017564015,671.170106,0,0.274392084,,,15.53209947,2.536841576,4.838137441,0.230210566,0.011048465,23.4227296,Improvement - Significant,Improvement - Recent
IE_SH_26O050100,OWENNAYLE_020,River,Borders,Cavan CoCo,26A,,Lough Allen,LAWPRO,Good,At risk,Good,Moderate,High,Invertebrates,Monitoring,Achieved,Not Achieved,Achieved,Improved,2,No,Now Achieving,2,"Sediment, Acidification, Morphological, Nutrients",2,"Agriculture, Peat",,TRUE,,,,,,,,,,,,TRUE,,,,,5,0,5.4,1.2166666666666663,26A,1387.2399,0,0,0,0.034106726,0.391765382,0,0.410344387,0.143321807,0.020461699,341.242433,0,0.502661667,,,4.156060561,1.305748209,7.722438843,0.139635936,0.044879917,13.87142513,Decline - Reversed,Improvement - Major
IE_SH_26O060300,OWENUR_010,River,West,Roscommon CoCo,26C,,,,Good,At risk,Good,Moderate,Poor,Invertebrates,Monitoring,Achieved,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,"Sediment, Morphological, Nutrients",3,"Agriculture, Anthropogenic Pressures, Hydromorphology",,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,37,0,2.4,3.683333333333333,26C,3713.6,0,0,0.03678343,0.01838861,0.819666956,0,0,0.100016182,0.025144821,915.058373,0.03678343,0.192544226,,0.195540855,6.186797176,29.15822378,0.926066726,0.458179171,0.015870112,37.13322205,Decline - Maintained,Decline - Recent
IE_SH_26O060500,OWENUR_020,River,West,Roscommon CoCo,26C,,,,Good,At risk,Good,Poor,Good,"Invertebrates, GPC",Monitoring,Achieved,Not Achieved,Achieved,Improved,2,Yes,Now Achieving,2,"Morphological, Nutrients",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,35,0,5.4,0.7166666666666663,26C,3897.0399,0.069257245,0,0.001545981,0.014509945,0.71179589,1.48041e-4,0.108350354,0.014061941,0.080330604,1010.724584,0.070803226,0.351281217,2.863399449,0.015789856,9.080405616,15.1463458,9.89149985,1.618101666,7.88062e-4,38.96761151,Decline - Reversed,Improvement - Major
IE_SH_26O060890,OWENUR_030,River,West,Roscommon CoCo,26C,,,,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,11,0,3.4,3.1166666666666667,26C,3127.4279,0,0,0,0.021048457,0.400081856,1.07803e-4,0.125669571,0.141594395,0.311497918,769.951019,0,0.180582197,7.025041074,0.010444727,7.215655494,11.82149962,0.084832424,4.856005742,0.078022752,31.27208403,Consistently achieving objective,Data Gap
IE_SH_26O110580,OLDTULLY_010,River,Midlands and East,Meath CoCo,26F,,,,Good,Review,Unassigned,Poor,Poor,,Modelling,Cannot Assess,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,,,,,,,,,,,,,,,,,,,,,,19,13,3.5733333333333333,2.9833333333333334,26F,1084.8,0,0,0,0.10027559,0.899449554,2.74856e-4,0,0,0,123.83229,0,0.129860493,,,1.353079902,2.001024298,0.261084345,,7.101394719,10.84644376,Consistently not achieving objective,Data Gap
IE_SH_26P040810,POLLYNOON_010,River,West,Galway CoCo,26D,Island,Island,LAWPRO,Good,Review,Unassigned,Good,Good,,Modelling,Cannot Assess,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,14,18,3.6399999999999997,3.0666666666666664,26D,1486.9999,0,0,0,0.024871896,0.478314884,6.34e-5,0,0.253130964,0.243618819,241.449229,0,0.021764309,,,2.897562911,0.82930185,0.362361267,1.174798065,9.582503189,14.86829159,Consistently achieving objective,Data Gap
IE_SH_26R010030,RATH_010,River,Midlands and East,Westmeath CoCo,26F,,Rath,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,8,18,3.6399999999999997,3.1666666666666665,26F,2169.5725,0,0.027455342,0,0.010367987,0.529483089,0.053759446,0.321648499,0.044582361,0.012703275,285.827797,0.027455342,0.17562887,,,4.109238449,1.004570467,0.177904665,0.064739849,16.1616569,21.6937392,Consistently not achieving objective,Persistently Less than Good
IE_SH_26R010300,RATH_020,River,Midlands and East,Westmeath CoCo,26F,,Rath,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients",3,"Agriculture, Forestry, Peat",,TRUE,,,,,TRUE,,,,,,,TRUE,,,,,15,6,3.48,3.05,26F,3805.92,0,0,0.001664257,0.009235019,0.630258624,0.003224464,0.208540974,0.127203137,0.019873526,563.189438,0.001664257,1.185674465,,0.003964606,9.214503055,3.580785257,0.394551617,0.203622026,23.47291096,38.05601199,Consistently not achieving objective,Persistently Less than Good
IE_SH_26R020100,RINN_010,River,Borders,Leitrim CoCo,26C,Lough Rinn/Forbes,Lough Rinn Forbes,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Nutrients, Organic, UnknownImpactType",3,"Agriculture, Urban Waste Water, Waste",,TRUE,,,,,,,,,,,,,,TRUE,TRUE,,28,0,3.4,2.833333333333333,26C,2213.5601,0.417273005,0,0.089891429,0.026999373,0.343393987,3.75948e-4,0.019307893,0.096190958,0.006567408,805.228223,0.507164434,0.017964613,,0.38801809,11.95978983,0.125296567,7.04892729,0.10575686,2.488259609,22.13401286,Consistently not achieving objective,Persistently Poor
IE_SH_26R020200,RINN_020,River,Borders,Leitrim CoCo,26C,Lough Rinn/Forbes,Lough Rinn Forbes,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,18,1,3.413333333333333,3,26C,1515.1452,0,0,0.106433374,0.066324893,0.380349401,0,0.125562109,0.050775641,0.270554583,417.573459,0.106433374,0.159341117,,0.003008761,5.45164337,0.082148813,6.631357104,2.257269404,0.565580891,15.15034946,Consistently not achieving objective,Persistently Less than Good
IE_SH_26R020400,RINN_030,River,Borders,Leitrim CoCo,26C,Lough Rinn/Forbes,Lough Rinn Forbes,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,29,0,3.4,2.8166666666666664,26C,2475.2801,0,0,0,0.025067648,0.66347518,0,0.006577015,0.304880157,0,501.014853,0,0.313235718,,,15.74000985,0.088655757,7.943565067,,0.66555173,24.75101812,Consistently not achieving objective,Persistently Less than Good
IE_SH_26R030100,RIFFEY_010,River,Midlands and East,Longford CoCo,26F,,,,Good,Review,Unassigned,Good,Moderate,,Modelling,Cannot Assess,Achieved,Not Achieved,Declined,1,No,No longer Achieving,-1,,,,,,,,,,,,,,,,,,,,,,27,1,2.413333333333333,3.8499999999999996,26F,4067.2799,0,0,0.012144226,0.013309814,0.555287368,0.009840661,0.224855865,0.183881655,6.8041e-4,833.414818,0.012144226,0.704124547,,0.065341284,21.66249623,10.38237876,0.006313422,0.011340145,7.837042043,40.66903643,Uncategorised,Data Gap
IE_SH_26R040700,RHINE_010,River,Midlands and East,Longford CoCo,26C,,Camlin,LAWPRO,Good,At risk,Poor,Poor,Poor,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients, Organic",2,"Agriculture, Urban Waste Water",,TRUE,,,,,,,,,,,,,,TRUE,,,10,17,3.6266666666666665,3.1333333333333333,26C,1312.16,0.31588496,0,0.042209383,0.014194399,0.615624275,0,0.009703902,0,0.002383081,202.605404,0.358094343,0.591095143,0.068452272,0.129031449,0.948556574,0.234962549,0.122517078,,11.02574293,13.120358,Consistently not achieving objective,Persistently Poor
IE_SH_26R050900,RELAGH_010,River,Borders,Leitrim CoCo,26C,,,,Good,Not at risk,Good,Good,Good,Invertebrates,Monitoring,Achieved,Achieved,Achieved,No Change,No Assessed Change,No,Still Achieving,0,,,,,,,,,,,,,,,,,,,,,,11,0,3.4,3.1166666666666667,26C,1751.8,0,0,0,0.051378364,0.541506979,0,0.390132427,0,0.016982231,393.957896,0,0.970004659,,,2.76915912,,13.59845564,0.133795484,0.045294906,17.51670981,Consistently achieving objective,Persistently Good or Better
IE_SH_26R070250,ROCKSAVAGE_010,River,West,Roscommon CoCo,26E,Jiggy/Hind,Jiggy Hind,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,"Morphological, Nutrients, Organic",2,"Agriculture, Hydromorphology",,TRUE,,,,,,,TRUE,,,,,,,,,,18,19,3.6533333333333333,3,26E,1773.2,0,0,0,0.019378983,0.685798611,0.136883955,0.157801991,0,1.36461e-4,227.977757,0,0.016524552,,,2.267651313,3.532095578,0.047969742,,11.86642112,17.73066231,Consistently not achieving objective,Persistently Less than Good
IE_SH_26R630830,RATHCRONAN_010,River,Midlands and East,Longford CoCo,26F,,,,Good,Review,Unassigned,Moderate,Poor,,Modelling,Cannot Assess,Not Achieved,Not Achieved,Declined,1,No,Still not Achieving,-1,,,,,,,,,,,,,,,,,,,,,,13,1,2.413333333333333,4.083333333333333,26F,1314.145,0.02074787,0,0.200336306,0.059720267,0.455851781,0,0.105372304,0.157971471,0,240.98859,0.221084177,0.39732277,0.242630341,0.366915934,3.815474605,0.417185682,0.013635851,,7.886933623,13.14009881,Consistently not achieving objective,Data Gap
IE_SH_26S010050,SCRAMOGE_010,River,West,Roscommon CoCo,26C,Tulsk,Tulsk,LAWPRO,Good,At risk,Moderate,Moderate,Moderate,Invertebrates,Monitoring,Not Achieved,Not Achieved,Not Achieved,No Change,No Assessed Change,No,Still not Achieving,0,Nutrients,1,Agriculture,,TRUE,,,,,,,,,,,,,,,,,29,1,3.413333333333333,2.8166666666666664,26C,5206.0401,0.119390271,0,0.020914598,0.009308615,0.688361764,1.08951e-4,0.080732344,0.056861059,0.024322398,1264.759674,0.140304869,0.011914725,,0.068703417,7.231448926,33.70247407,1.602565253,0.173000356,9.266194076,52.05630082,Consistently not achieving objective,Persistently Less than Good
